word	value
adgth2	-3	100.0
dimestore	-3	100.0
millands	3	100.0
mushnick	-3	100.0
exaltationa	-3	100.0
captivatingly	3	100.0
precode	0	63.6363636364
touchy	-1	60.0
denholm	3	100.0
togas	-3	100.0
scavanger	3	100.0
tatort	3	100.0
messier	3	100.0
tators	3	100.0
goldprospectors	-3	100.0
jittery	0	55.5555555556
lydia	-6	100.0
tothemajorparty	3	100.0
scavanged	-3	100.0
multitrack	3	100.0
delroy	6	100.0
foible	3	100.0
virgils	-3	100.0
wynn	0	50.0
syle	3	100.0
avtaarbr	-3	100.0
imagines	1	70.3703703704
friction	-1	63.6363636364
boyz	0	50.0
inconsistent	-1	77.9411764706
almazhy	3	100.0
heeding	0	50.0
imagined	0	60.6382978723
actionepic	-3	100.0
ensembles	3	100.0
reconciling	0	50.0
recomended	0	66.6666666667
transact	-3	100.0
aimlessly	-2	85.1851851852
_sons	-3	100.0
bops	3	100.0
carfaces	-3	100.0
sairafi	-3	100.0
edgarsons	-3	100.0
eisenteins	3	100.0
rejoiced	0	50.0
oversymbolic	-3	100.0
woodbury	-2	85.7142857143
revolutionized	-1	62.5
martianshere	-3	100.0
skiffs	3	100.0
etcetera	-3	100.0
garrettmarcinhammett	3	100.0
adequtely	3	100.0
suckerby	3	100.0
womenunfriendly	-3	100.0
revolutionizes	3	100.0
partnered	-1	66.6666666667
multimood	3	100.0
pimp	0	59.0909090909
bhoomika	-6	100.0
pixelation	3	100.0
willieis	3	100.0
professorly	3	100.0
rimbackwards	-3	100.0
antihomosexual	3	100.0
hotness	-1	66.6666666667
enthralled	1	70.9677419355
breslin	0	55.0
attenuated	3	100.0
sautéed	-3	100.0
jonesbr	3	100.0
wholemystical	-3	100.0
recapped	-3	100.0
bodiless	-3	100.0
defensively	-3	100.0
dexter	2	87.9310344828
humorists	3	100.0
masturbatory	-1	66.6666666667
avails	-3	100.0
bhopali	3	100.0
dismemberment	0	52.380952381
vaccines	-3	100.0
wests	0	50.0
kilometer	3	100.0
moons	-1	73.3333333333
chattering	0	55.5555555556
playhouse	0	68.75
underutilization	3	100.0
shahzad	3	100.0
tsui	0	66.6666666667
fäberböcks	3	100.0
mantiss	-3	100.0
bassto	3	100.0
freudstein	3	100.0
retrospectives	3	100.0
menacing	0	53.8461538462
boilfaced	3	100.0
uncharacteristically	-1	66.6666666667
steeltrap	3	100.0
“stalingrad”	6	100.0
eurocinemas	-3	100.0
millionaire	0	59.5238095238
flipped	0	61.1111111111
simones	3	100.0
screaminducing	3	100.0
workplace	-1	61.1111111111
drugusing	3	100.0
eilers	6	100.0
flipper	0	58.8235294118
grooming	-2	83.3333333333
autodestruct	-3	100.0
gridiron	-1	60.0
allowance	-1	75.0
mamono	3	100.0
sautets	3	100.0
syrrealistic	3	100.0
311ths	3	100.0
gaiety	3	100.0
stickouty	-3	100.0
postmiddle	-3	100.0
erdem	-3	100.0
collider	-1	66.6666666667
collides	0	50.0
ametuer	-3	100.0
west	1	70.7373271889
twopicture	-3	100.0
allpoints	-3	100.0
collided	-1	66.6666666667
orff	3	100.0
newtonjohn	0	50.0
motives	0	56.7567567568
namebr	3	100.0
2urethraguy	-3	100.0
cynodonts	3	100.0
vomits	-1	66.6666666667
notsubtleenough	3	100.0
carrythrough	3	100.0
paedophilia	0	50.0
photon	0	60.0
readings	0	58.3333333333
photos	0	55.3846153846
tightened	2	88.8888888889
abject	-1	70.0
extant	0	66.6666666667
standard	0	56.0975609756
artichokeumbrella	3	100.0
pretence	2	83.3333333333
kittys	2	85.7142857143
straightedge	6	100.0
iver	3	100.0
ives	-6	100.0
rylance	-3	100.0
broomhilde	3	100.0
ivey	3	95.2380952381
downanddirty	3	100.0
lassassin	3	100.0
necks	-1	62.5
60isms	-3	100.0
zonked	-3	100.0
unlikeable	-2	86.0759493671
gunnisons	-3	100.0
easytheyreonlykidsantics	3	100.0
mutineers	3	100.0
priestess	0	50.0
limping	-6	100.0
zonker	-3	100.0
hermaphrodite	3	100.0
technology	0	50.5319148936
yourselfbr	-3	100.0
harrisons	1	75.0
ingrained	1	75.0
nuptials	-3	100.0
remboutsika	-3	100.0
reanimate	0	50.0
kimogreg	-3	100.0
touchand	3	100.0
verifies	3	100.0
otto	2	88.4615384615
jessalyn	-1	66.6666666667
senseif	0	50.0
brideandgroom	3	100.0
visually	0	66.0377358491
assigns	1	71.4285714286
hideaway	-3	100.0
maeda	-3	100.0
boagrt	3	100.0
nonpolished	3	100.0
materia	6	100.0
elina	-6	100.0
puligny	3	100.0
fima	3	100.0
anywa	-3	100.0
advertisement	0	59.2592592593
wholeness	0	66.6666666667
gulnar	3	100.0
befittingly	-3	100.0
reenergized	3	100.0
appealits	3	100.0
peculiarities	1	77.7777777778
evanssorority	-3	100.0
vittorias	-6	100.0
persistently	-1	60.0
guiles	-3	100.0
domalpalli	3	100.0
being	0	50.594044129
developmenton	3	100.0
selfeffacingly	3	100.0
budenmayer	3	100.0
inkblots	-3	100.0
colourlight	3	100.0
85going	3	100.0
thiefpsycho	-3	100.0
arrrrgh	3	100.0
grounded	0	63.3333333333
kirk	0	54.8387096774
cloris	0	68.4210526316
characterization	0	54.9180327869
40yearolds	-3	100.0
plumey	3	100.0
soninlaw	0	62.5
aborts	3	100.0
tennisons	3	100.0
unknown1956	3	100.0
mcdonell	-1	75.0
unerring	0	50.0
fugettaboutit	3	100.0
vorkov	0	66.6666666667
decomposed	0	50.0
sums	-1	61.9047619048
romps	1	75.0
japanophile	-3	100.0
fannies	-3	100.0
traffic	0	52.0
preference	0	52.380952381
sumi	6	100.0
fugazi	3	100.0
decomposes	-3	100.0
leprachaun	-3	100.0
sensational	0	69.0909090909
malfunctions	0	50.0
snowmobiles	0	50.0
funfilled	0	62.5
whiteslaving	3	100.0
hamiltons	0	50.0
superiority	1	75.0
borowitz	-3	100.0
castigating	3	100.0
obstruct	0	50.0
satisfactory	0	50.0
dilbert	3	100.0
rhysdavies	-6	100.0
yellowgreen	3	100.0
pervading	3	100.0
bongos	0	50.0
oscarwinnersteven	3	100.0
revealedsuch	3	100.0
disconnection	-1	66.6666666667
faultfinding	-3	100.0
scottie	3	100.0
buddyloke	-3	100.0
colathe	3	100.0
francois	1	73.3333333333
transmutation	3	100.0
siodmark	-3	100.0
wickhams	-3	100.0
averse	0	50.0
disinformation	3	100.0
donlevy	-1	66.6666666667
newspaperflash	-3	100.0
chayevskys	3	100.0
nephew	3	100.0
freespiritedand	-3	100.0
beatingthecoutofpeople	-3	100.0
thailand	-1	75.0
14yo	-3	100.0
dyslexia	3	100.0
exasperating	0	50.0
inflexibility	3	100.0
hopkins	0	54.0
luces	0	50.0
joyner	-3	100.0
caladonia	-3	100.0
coxmary	3	100.0
frights	-3	100.0
johnathans	3	100.0
linebyline	3	100.0
hoursreminder	-3	100.0
frankies	2	86.6666666667
sensitively	2	80.0
unfairtheyre	-3	100.0
harrings	3	100.0
rosss	-2	85.7142857143
disrupts	0	54.5454545455
rosse	-3	100.0
lively	1	74.6478873239
moriarity	6	100.0
pivot	0	50.0
uhhhhhh	-3	100.0
rosso	-1	60.0
rossi	3	100.0
gnashing	0	66.6666666667
bubbly	0	57.8947368421
seales	3	100.0
wayshe	-3	100.0
gleam	-1	60.0
glean	0	50.0
dantons	0	50.0
englishat	-3	100.0
heenan	1	77.7777777778
timea	-3	100.0
sealed	0	58.8235294118
brazilian	1	72.5
borstein	3	100.0
punished	0	59.4594594595
barfight	-3	100.0
bubble	-1	60.0
dobici	3	100.0
witt	0	50.0
openheartedness	3	100.0
yearned	0	50.0
wits	1	76.6666666667
yayy	-3	100.0
totter	3	100.0
beardstroking	-3	100.0
bohemians	0	50.0
societal	1	70.8333333333
shonky	-1	66.6666666667
witb	3	100.0
witn	3	100.0
nonconsensual	3	100.0
with	0	51.990338613
rebuilt	0	60.0
herovillain	-3	100.0
amplifyinga	-3	100.0
abused	0	50.6329113924
rage	0	51.8867924528
thiseven	3	100.0
tripe	-2	87.2549019608
rags	1	71.4285714286
dirty	0	61.377245509
abuser	-1	62.5
abuses	0	50.0
trips	0	52.5
tripp	-3	100.0
patois	-1	75.0
mundi	0	50.0
space1999	3	100.0
australasian	3	100.0
watches	0	54.3307086614
watcher	0	54.2857142857
merkels	3	100.0
ensuing	2	80.9523809524
formulation	3	100.0
watched	0	50.5992010652
tremble	-1	66.6666666667
dampens	-3	100.0
lamebrains	-3	100.0
cream	-1	63.829787234
respectwellarmed	3	100.0
yoga	-6	100.0
pfui	-3	100.0
shortages	-1	66.6666666667
yogi	-3	100.0
cinematographythe	3	100.0
sympathetically	0	60.0
senaglese	-3	100.0
unparalleled	3	91.6666666667
freunds	-3	100.0
friggin	-1	76.1904761905
sillytaco	-3	100.0
faxes	-3	100.0
staffand	-3	100.0
refunded	-3	100.0
waving	0	52.380952381
faxed	-3	100.0
sheepishly	-3	100.0
hairsplitting	-3	100.0
brotherhood	0	69.4444444444
wherethis	3	100.0
tricky	1	72.4137931034
lightfoot	0	50.0
natalie	0	61.2244897959
thora	0	66.6666666667
natalia	0	50.0
cophomicide	-3	100.0
tricks	0	53.8461538462
maliciously	3	100.0
bruceploitation	-3	100.0
calibur	3	92.8571428571
finklestein	3	100.0
kalidor	-6	100.0
firslty	3	100.0
caused	0	50.7537688442
beware	0	50.5747126437
ceramic	0	66.6666666667
readerly	3	100.0
picturebook	3	100.0
covertops	-3	100.0
halsey	-1	66.6666666667
causes	0	52.0467836257
bismarck	-3	100.0
kosugis	-1	66.6666666667
riots	1	72.2222222222
nora	-1	65.0
baketamon	6	100.0
nore	3	100.0
nord	3	100.0
industrialstrength	3	100.0
conciousness	-3	100.0
countless	0	52.2935779817
carters	0	50.0
norm	0	62.0
nonyash	3	100.0
pple	-3	100.0
powaqqatsi	-3	100.0
floated	-3	100.0
gamestation	-3	100.0
ppls	3	100.0
capotes	-6	100.0
pointthe	-3	100.0
floater	-3	100.0
expats	0	66.6666666667
sant	-3	91.3043478261
linguists	-3	100.0
sans	-1	71.4285714286
industrypeople	-3	100.0
insufficiently	-1	66.6666666667
pronuclear	-3	100.0
sang	0	59.6153846154
sand	-1	61.3861386139
sane	0	53.9682539683
frenchie	-3	100.0
twelvebar	3	100.0
senselessly	-1	66.6666666667
sank	0	53.8461538462
minsik	0	50.0
abbreviated	-1	75.0
199	-3	100.0
198	3	100.0
shockers	0	60.0
nightdress	-3	100.0
195	-3	100.0
196	3	100.0
dennehys	-1	66.6666666667
192	3	100.0
substitutions	3	100.0
gamingconsole	3	100.0
sockpuppets	-3	100.0
has4	-3	100.0
greenishblue	-3	100.0
birdwatching	-3	100.0
lablaque	-3	100.0
otoh	-3	100.0
5112002	3	100.0
psychosomatic	-3	100.0
emotionfirst	3	100.0
leiv	3	100.0
prevailed	0	66.6666666667
chelse	3	100.0
vedgetables	3	100.0
schillinger	6	100.0
conundrums	-1	66.6666666667
leia	3	100.0
leif	-6	100.0
qualityconscious	-3	100.0
dwells	0	66.6666666667
screamurban	3	100.0
hash	-1	71.4285714286
mad	0	55.2208835341
sylvestre	-3	100.0
republished	0	50.0
lucas´s	3	100.0
portrays	0	66.976744186
daunted	3	100.0
surov	6	100.0
waitressgirlfriend	-3	100.0
unrewarding	0	50.0
thumbsup	3	100.0
criminality	3	100.0
aherne	6	100.0
ingame	0	50.0
contrastingly	3	100.0
wellfare	3	100.0
provably	3	100.0
anthropocentric	3	100.0
budgetexplosion	-3	100.0
mouldy	0	50.0
periodic	2	80.0
£150	-3	100.0
moulds	0	50.0
leprauchan	-3	100.0
forwardbackward	3	100.0
dehumanized	-3	100.0
oxcom	2	87.5
lineforever	3	100.0
sexaction	3	100.0
depart	3	90.0
retroactive	-3	100.0
reclaimed	3	100.0
playfullness	3	100.0
bocelli	-6	100.0
uprise	3	100.0
traumatized	0	60.0
vidyarthi	3	100.0
moriaty	3	100.0
kogan	3	100.0
cynics	2	83.3333333333
franschise	-3	100.0
berwick	0	50.0
silva	1	72.0
johnnyjack	3	100.0
mamangakis	3	100.0
mork	0	62.5
mori	3	100.0
morn	-3	100.0
leela	3	100.0
yutz	-3	100.0
mora	0	60.0
more	0	52.4104733426
nuages	3	100.0
jermey	0	50.0
initiated	0	60.0
blackhumour	3	100.0
company	0	53.3575317604
corrected	0	66.6666666667
latifa	-6	100.0
initiates	2	80.0
lameness	-6	100.0
stratas	3	100.0
dezita	-3	100.0
biao	3	100.0
uncool	-1	60.0
leary	0	65.3846153846
kaminski	-3	100.0
riffstracks	-3	100.0
lears	-3	100.0
crazyseeming	3	100.0
expends	0	50.0
patriarch	1	72.2222222222
supercloseup	-3	100.0
kaminsky	3	100.0
learn	0	56.7055393586
knocked	0	53.5211267606
grope	-3	100.0
greaseball	3	100.0
scramble	-1	75.0
barclay	-1	77.7777777778
versionbr	-3	100.0
bogs	-1	71.4285714286
reversestereotypes	-3	100.0
meaner	0	54.5454545455
irène	2	85.7142857143
ponti	-3	100.0
40mph	3	100.0
prostration	3	100.0
vampiros	-3	100.0
mehr	3	100.0
bonded	1	75.0
brushoff	0	50.0
gaugethis	-3	100.0
huge	0	55.0515463918
obannons	3	100.0
tvdirectingstyle	-3	100.0
multitudes	0	50.0
banjoing	-3	100.0
hugo	0	56.25
hugh	0	67.2413793103
dismissed	0	68.75
50ish	3	100.0
tvpreachers	-3	100.0
tooeasy	-3	100.0
scifi	-1	64.6563814867
hugs	0	57.1428571429
dismisses	0	50.0
nineteensixties	-3	100.0
somethingoranother	-3	100.0
dentures	-2	85.7142857143
thickened	0	50.0
disgraced	0	60.0
brets	-1	66.6666666667
variant	0	58.3333333333
hackwork	-3	100.0
terri	2	88.2352941176
avalon	-2	80.0
disgraces	-3	100.0
malevolent	-1	60.0
gardners	-3	100.0
barnens	2	83.3333333333
palmolive	-3	100.0
resemble	-1	63.768115942
twisting	0	59.2592592593
halfpints	-3	100.0
perception	2	84.6153846154
americancowboywestern	3	100.0
7star	-3	100.0
shakespeareans	-3	100.0
phillbury	3	100.0
theissen	3	100.0
freling	3	100.0
peppy	-1	60.0
installed	-1	66.6666666667
paper	-1	64.8648648649
scott	0	63.9013452915
telemovie	-1	75.0
idol=	3	100.0
wifehusbands	3	100.0
spirituals	3	100.0
pirano	-3	100.0
sceneries	1	71.4285714286
schoolhouse	0	50.0
cheerfulness	3	100.0
bummed	0	66.6666666667
janelinda	-3	100.0
steckle	3	100.0
xploitation	-3	100.0
bangle	3	100.0
aschenbach	3	97.2972972973
kneejerk	-2	83.3333333333
bendix	-3	100.0
gandhilike	-3	100.0
bypass	-2	80.0
isaac	-1	60.7142857143
selfconfident	6	100.0
sauce	-1	68.0
reintroduced	-1	75.0
colleague	0	56.6037735849
clefts	-3	100.0
thinkalike	-3	100.0
susane	3	100.0
abandons	0	53.5714285714
trivialities	0	50.0
gadget	-1	60.0
deliberating	-3	100.0
recreation	0	51.724137931
susann	-1	75.0
susans	6	100.0
frizzy	-6	100.0
idols	0	52.9411764706
superthief	-3	100.0
barefaced	-3	100.0
hyperdepraved	-3	100.0
fatalism	6	100.0
halfhidden	0	50.0
kaifoh	-3	100.0
everytime	0	64.7058823529
loosly	-3	100.0
evenworse	-3	100.0
courses	0	50.0
presage	3	100.0
corina	-3	100.0
shocking	0	51.6320474777
corine	3	100.0
teamaker	-3	100.0
ohsoevil	-3	100.0
begged	-1	66.6666666667
shecky	-3	100.0
cicadas	3	100.0
gilberts	3	100.0
groznyi	3	100.0
projectnot	3	100.0
caeser	3	100.0
palance	-1	70.9677419355
ultralame	-3	100.0
kidnapees	-3	100.0
lipstick	0	53.125
ernie	0	51.6129032258
kapoera	-3	100.0
scoops	-1	75.0
4048	-3	100.0
research	-1	62.3255813953
mickery	0	50.0
hhehebr	3	100.0
actionfan	-3	100.0
offline	-1	66.6666666667
rolereversed	3	100.0
quimet	3	100.0
rentingbuying	-1	75.0
bedlam	1	75.0
tontofor	3	100.0
suntan	-1	66.6666666667
ecologically	3	100.0
warholsthe	3	100.0
fullyshaped	3	100.0
weatherby	-2	80.0
dialogbr	-3	100.0
rearend	0	66.6666666667
imre	3	100.0
theroux	1	75.0
porpoise	2	87.5
tryingtobe	-1	66.6666666667
precautionary	3	100.0
terrifyingly	0	50.0
tatianas	3	100.0
coldfish	3	100.0
preservation	0	57.1428571429
peaceable	3	100.0
nome	-1	66.6666666667
chisolms	3	100.0
townful	-3	100.0
swipe	0	50.0
1990s	0	53.125
leighton	0	55.5555555556
excitable	0	50.0
noms	3	100.0
hamptons	0	50.0
saint	2	80.701754386
badtothetenthpower	-3	100.0
grossness	0	66.6666666667
essays	1	77.7777777778
semitrue	3	100.0
nonspecificity	-3	100.0
peaceably	3	100.0
wrongbr	0	50.0
manscolonialisms	-3	100.0
smithers	-3	100.0
tenderfoot	3	100.0
geraard	3	100.0
yoshitaka	-3	100.0
playmate	1	76.9230769231
hitch2005	-3	100.0
cheekbones	0	50.0
chapelle	-1	78.5714285714
oland	-3	100.0
stifle	3	100.0
antiphenomenal	-3	100.0
stormare	-1	76.9230769231
syringes	-3	100.0
niklas	3	100.0
punkscum	3	100.0
getaway	-1	60.7142857143
willhave	-3	100.0
underpinning	-1	66.6666666667
dismantling	3	100.0
jimmybreslinlike	3	100.0
trentons	3	100.0
classicallytrained	3	100.0
nikolaj	2	80.0
nikolai	3	90.0
toyboy	-3	100.0
cleos	-3	100.0
swanks	3	100.0
westinghouses	-3	100.0
organisations	0	50.0
swanky	0	57.1428571429
nailing	1	71.4285714286
guarding	-2	80.0
rewards	3	92.5925925926
foreigness	3	100.0
blond	-1	60.4166666667
guardino	-3	100.0
babí	3	100.0
sheba	0	67.2131147541
charno	-3	100.0
phulrani	-3	100.0
enthrall	3	100.0
winchs	6	100.0
soundscore	3	100.0
bastar	-3	100.0
sebastians	-1	66.6666666667
recognizing	0	55.0
swordsmen	-6	100.0
mias	-6	100.0
brutalitylaced	3	100.0
politicallythemed	3	100.0
singles	0	57.1428571429
schiavos	3	100.0
comurderer	3	100.0
3x	0	50.0
dehavillands	3	100.0
singled	-1	62.5
understands	0	67.6923076923
seize	0	66.6666666667
devgan	-3	100.0
understanda	3	100.0
proliferated	-3	100.0
manarquette	-3	100.0
afroamericans	-2	80.0
brisco	-1	66.6666666667
multistarrer	-3	100.0
decoteaus	-3	100.0
wording	0	57.1428571429
ambiguities	6	100.0
sangie	-3	100.0
dramadisaster	3	100.0
exterminate	2	85.7142857143
agonize	3	100.0
blended	1	73.0769230769
mullahimam	-3	100.0
accommodations	-1	66.6666666667
aagh	3	100.0
colorized	0	50.0
imperoli	-3	100.0
gymnasticlike	-3	100.0
naomi	0	57.6923076923
grints	3	100.0
overwhelmed	0	64.7058823529
almohaisen	-3	100.0
whatll	-3	100.0
kinkiness	0	50.0
attentionspans	3	100.0
powercompany	-3	100.0
payday	-2	80.0
gooey	-1	60.0
slaverysaga	-3	100.0
indifference	0	58.6206896552
columns	1	71.4285714286
cudddles	3	100.0
lombard	-2	89.4736842105
uncontested	0	50.0
horrorexperience	3	100.0
lombaro	3	100.0
adventurers	-1	63.6363636364
defilers	-3	100.0
yeager	-3	100.0
remedy	-1	72.7272727273
bellushi	3	100.0
compass	-1	76.9230769231
twila	3	100.0
damnit	-3	100.0
restrooms	-6	100.0
distraction	0	50.0
unargeninian	3	100.0
sects	-3	100.0
funnylooking	-3	100.0
scifibmovie	-3	100.0
seperated	3	100.0
tanked	0	54.5454545455
surpriseand	-3	100.0
exercise	0	59.8639455782
tanker	-2	81.8181818182
pleasured	-3	100.0
rumored	0	66.6666666667
insane	0	50.5617977528
zombiesoap	-3	100.0
raybert	3	100.0
bozo	0	50.0
310	-3	97.9865771812
315	-3	100.0
allit	-3	100.0
betterthanusual	-3	100.0
collectively	-1	71.4285714286
demonian	3	100.0
individualities	3	100.0
callahan	1	75.0
allie	-3	100.0
{who	3	100.0
penikett	-3	100.0
usamerican	3	100.0
hobble	3	100.0
capps	3	100.0
fekking	-3	100.0
soldaat	-3	100.0
wintergarden	-3	100.0
boasworn	-3	100.0
hauteur	-3	100.0
thrive	1	72.7272727273
goggins	-3	100.0
indiscoverable	3	100.0
oxidize	3	100.0
naïve	0	60.0
mohan	0	50.0
darkred	-3	100.0
spanishcolonized	-3	100.0
basedonareallife	3	100.0
condoned	3	100.0
completeand	-3	100.0
sovietcontrolled	3	100.0
boommic	-3	100.0
empowering	0	60.0
movietheater	3	100.0
provocatively	-2	80.0
housecleaner	3	100.0
kafkas	2	83.3333333333
puppydog	0	50.0
rhianna	3	100.0
himherself	-1	60.0
ulmers	-1	66.6666666667
retarded	-1	75.1479289941
illiterate	0	55.5555555556
daydreaming	-3	100.0
bell	0	52.0661157025
wheadphones	-3	100.0
bela	-3	93.1034482759
noncompatible	3	100.0
beauson	3	100.0
adaptation	0	50.5208333333
noaccount	-3	100.0
{female	3	100.0
operabr	3	100.0
belt	-1	62.962962963
recommendedbr	0	50.0
unarguably	3	100.0
satire	0	59.4713656388
imperfections	1	71.4285714286
suburbs	-1	65.3846153846
proprietor	-1	72.7272727273
extravagant	0	55.5555555556
matriarchs	-3	100.0
unarguable	3	100.0
faulkner	1	74.0740740741
ruthie	-3	100.0
gloating	3	100.0
nri	0	66.6666666667
counselling	-1	66.6666666667
nra	3	100.0
amphibians	0	66.6666666667
camebr	3	100.0
adaptable	3	100.0
punkout	3	100.0
awake	-1	75.6756756757
pacemaker	0	50.0
consulate	-3	100.0
presses	1	75.0
£20	-1	75.0
£26	3	100.0
kumiko	-3	100.0
ozdemir	0	50.0
numbness	-3	100.0
budget	-1	65.8759124088
approx135	3	100.0
coped	-3	100.0
pressed	0	58.8235294118
olmos	0	50.0
honks	-3	100.0
budged	-3	100.0
lousythough	-3	100.0
brawny	-3	100.0
onbr	-1	62.5
agitation	0	66.6666666667
lynette	3	100.0
averaging	-1	66.6666666667
12lb	3	100.0
binding	0	60.0
arousal	3	100.0
spotless	0	55.5555555556
sukis	-3	100.0
knaggs	3	100.0
creepylooking	3	100.0
slightestit	-3	100.0
starlight	3	100.0
dorkishness	3	100.0
loudens	3	100.0
quailities	-3	100.0
bluehaired	3	100.0
wakamatsus	-3	100.0
lovelaceesq	3	100.0
perle	3	100.0
specimen	-1	66.6666666667
nabi	3	100.0
geeta	-3	100.0
selfsatisfied	-2	83.3333333333
existent	-2	80.0
fleischer	2	82.3529411765
wunderkind	-3	100.0
shriek	-2	83.3333333333
biggerstaffs	3	100.0
nickname	0	62.0689655172
infamous	0	50.4347826087
risquè	-3	100.0
risqué	1	75.0
hubristic	0	50.0
acidwashed	-3	100.0
selfmutilation	-6	100.0
violeen	-3	100.0
knb	-3	100.0
byallaccounts	-3	100.0
awkwardand	-3	100.0
goingtype	-3	100.0
describedit	3	100.0
dustings	3	100.0
courting	0	58.3333333333
briliantly	3	100.0
airforces	-3	100.0
clasped	3	100.0
salvo	-3	100.0
nannys	6	100.0
elsethat	-3	100.0
salva	-3	100.0
salve	-3	100.0
thaddeus	-1	66.6666666667
hercules	-1	60.9195402299
dyson	3	90.9090909091
spinners	-3	100.0
sotospeak	-3	100.0
truism	-3	100.0
ladyboyfriends	-3	100.0
sexminded	3	100.0
lesters	-3	100.0
parents	0	56.6585956416
gumchewing	3	100.0
altought	-3	100.0
eery	6	100.0
yasushi	-3	100.0
parenty	-3	100.0
cormack	3	100.0
indonesian	-1	71.4285714286
britches	3	100.0
impaling	0	57.1428571429
nonphysical	3	100.0
couple	0	55.2447552448
doori	3	100.0
bureaucrat	-2	80.0
emanating	2	80.0
coupla	0	50.0
hayao	3	95.4545454545
jake	0	55.4455445545
decapitron	-3	100.0
colonials	3	100.0
derringsdo	3	100.0
sightseeing	-3	100.0
daivairi	3	100.0
neorealists	0	66.6666666667
volman	3	100.0
chorus	0	61.9047619048
schemed	-3	100.0
jankel	-3	100.0
indris	-3	100.0
warblings	0	50.0
funnymen	0	50.0
contactfightrunner	3	100.0
crescendo	0	60.0
notsoinnocent	3	100.0
pixilated	0	50.0
nondirected	-3	100.0
crapshoot	-3	100.0
bounce	0	58.3333333333
ahern	3	100.0
bouncy	0	54.5454545455
turnedoperadirector	3	100.0
greenes	3	100.0
greener	-1	60.0
underbelly	2	81.8181818182
62minute	-3	100.0
latters	2	80.0
semipsychotic	3	100.0
bradfielddorney	3	100.0
novelty	-1	62.5
bloodfest	-3	100.0
potentate	0	66.6666666667
behave	-1	62.6506024096
mochary	3	90.0
réalisateurs	3	100.0
gremlin	0	66.6666666667
witgensteins	3	100.0
ardal	-3	100.0
moodysson	3	100.0
januss	-3	100.0
pietro	0	66.6666666667
priscella	3	100.0
lowend	-1	66.6666666667
oacd	-3	100.0
dolomite	3	100.0
downward	0	53.5714285714
wfmitchells	-3	100.0
venial	-3	100.0
prizzi’s	-3	100.0
frizzly	0	50.0
scraggly	0	50.0
secondbananas	-3	100.0
devilmaycare	-2	80.0
breasted	-3	100.0
gallagher	1	75.0
canning	-3	100.0
legalism	3	100.0
terrorists	0	52.1367521368
intl	3	100.0
into	0	51.5925756187
hitchocks	3	100.0
legalise	3	100.0
unredeemable	-6	100.0
toplessbr	-3	100.0
unredeemably	-3	100.0
doublely	-3	100.0
sodomite	-3	100.0
kimberley	3	100.0
katia	-3	100.0
katie	-1	74.2857142857
uncertainties	1	75.0
fanfollowing	3	100.0
tasting	-6	100.0
sawicki	-1	75.0
gases	-3	100.0
atheists	0	58.3333333333
pseudonymously	3	100.0
bergmanwho	-3	100.0
fragmented	0	50.0
sasoricycle	3	100.0
personailties	-3	100.0
atlantis	-1	70.2702702703
shockmuted	-3	100.0
hawaiian	0	57.1428571429
jesuswillsaveeveryone	-3	100.0
barman	1	75.0
atlantic	2	88.8888888889
carping	-3	100.0
zugurt	-3	100.0
screwballs	1	75.0
blindsgets	-3	100.0
stigmatic	3	100.0
omero	3	100.0
intestines	0	53.8461538462
tornatores	-3	100.0
scenry	-3	100.0
erick	-3	100.0
erich	3	100.0
testaments	-3	100.0
erice	-3	100.0
histerical	-3	100.0
eddie	0	55.6420233463
erica	-3	90.3225806452
paired	0	54.0540540541
particleboard	-3	100.0
memebership	3	100.0
bionicle	-3	100.0
retaliatory	-1	75.0
erics	-1	66.6666666667
conchata	3	100.0
awestruck	2	85.7142857143
moviesthrillersmystery	-3	100.0
soliders	0	50.0
squinted	-3	100.0
deadliest	-3	100.0
haunt	0	58.4615384615
thomsen	2	88.8888888889
