word	postive count	negative count	totalscore	accuracy
particular	1	0	1	1.0
town	8	6	2	0.571428571429
none	0	2	-2	1.0
hour	0	5	-5	1.0
recall	3	0	3	1.0
der	1	0	1	1.0
sucks	0	1	-1	1.0
meeker	0	2	-2	1.0
lingered	2	0	2	1.0
ford	2	0	2	1.0
bravely	0	1	-1	1.0
share	2	2	0	0.5
attain	1	0	1	1.0
robinson	5	1	4	0.833333333333
needs	6	1	5	0.857142857143
awkward	0	1	-1	1.0
acts	1	2	-1	0.666666666667
ryu	3	0	3	1.0
ensemble	1	0	1	1.0
raunch	1	0	1	1.0
par	1	1	0	0.5
tangere	1	0	1	1.0
blood	7	4	3	0.636363636364
coming	5	4	1	0.555555555556
response	2	2	0	0.5
scaryt	0	1	-1	1.0
hypnotized	1	0	1	1.0
doctor	0	5	-5	1.0
eats	3	0	3	1.0
blunder	1	0	1	1.0
deserted	2	0	2	1.0
coal	1	0	1	1.0
responsibility	2	2	0	0.5
playing	0	3	-3	1.0
setback	2	0	2	1.0
industrial	1	0	1	1.0
through	12	10	2	0.545454545455
existence	5	0	5	1.0
25	3	0	3	1.0
26	2	0	2	1.0
comedic	2	0	2	1.0
20	0	4	-4	1.0
22	1	1	0	0.5
23	1	0	1	1.0
pcs	0	1	-1	1.0
late	3	1	2	0.75
cowrote	0	1	-1	1.0
upping	1	0	1	1.0
goof	1	0	1	1.0
someone	4	5	-1	0.555555555556
seeking	2	0	2	1.0
inception	0	1	-1	1.0
viewers	1	1	0	0.5
mystery	0	2	-2	1.0
easily	7	0	7	1.0
robbie	1	0	1	1.0
suprise	0	1	-1	1.0
drake	2	2	0	0.5
2d	1	0	1	1.0
exiled	1	0	1	1.0
repeating	2	1	1	0.666666666667
harm	1	0	1	1.0
everyone	6	4	2	0.6
mental	2	0	2	1.0
house	3	8	-5	0.727272727273
fish	1	0	1	1.0
hard	5	5	0	0.5
idea	7	3	4	0.7
hara	0	2	-2	1.0
insurance	0	1	-1	1.0
perry	0	1	-1	1.0
trooper	1	0	1	1.0
participants	1	2	-1	0.666666666667
avenge	0	1	-1	1.0
tiresome	0	3	-3	1.0
nosferatu	1	0	1	1.0
bully	1	0	1	1.0
pathetic	0	2	-2	1.0
circumstance	2	0	2	1.0
pleasant	3	2	1	0.6
difficulty	1	0	1	1.0
giveaway	0	1	-1	1.0
members	4	1	3	0.8
beginning	7	2	5	0.777777777778
benefits	1	0	1	1.0
blossoming	1	0	1	1.0
sitcom	0	1	-1	1.0
blier	1	0	1	1.0
pilots	0	1	-1	1.0
embraces	1	0	1	1.0
dont	17	34	-17	0.666666666667
valentine	0	1	-1	1.0
done	9	5	4	0.642857142857
elba	0	1	-1	1.0
least	9	7	2	0.5625
paint	0	1	-1	1.0
statement	2	0	2	1.0
rates	1	0	1	1.0
needle	1	0	1	1.0
mentality	2	0	2	1.0
part	11	7	4	0.611111111111
believe	8	7	1	0.533333333333
ryus	1	0	1	1.0
b	1	4	-3	0.8
gotten	2	0	2	1.0
youth	1	3	-2	0.75
contrary	1	0	1	1.0
supposed	10	8	2	0.555555555556
treated	2	1	1	0.666666666667
bartley	1	0	1	1.0
ages	2	0	2	1.0
pornography	0	1	-1	1.0
aged	0	1	-1	1.0
orders	1	2	-1	0.666666666667
lilja	1	0	1	1.0
dancing	1	0	1	1.0
majority	1	0	1	1.0
pathe	0	1	-1	1.0
commentary	1	0	1	1.0
province	5	0	5	1.0
flute	0	2	-2	1.0
most	22	12	10	0.647058823529
charm	1	0	1	1.0
extremely	3	0	3	1.0
kiddies	1	0	1	1.0
hubby	0	1	-1	1.0
focussing	1	0	1	1.0
storyline	2	0	2	1.0
thomas	0	2	-2	1.0
particularly	0	2	-2	1.0
hopper	1	0	1	1.0
fink	1	0	1	1.0
mccarthyism	0	1	-1	1.0
fine	4	2	2	0.666666666667
find	16	9	7	0.64
dividing	1	0	1	1.0
sadomasochistic	0	1	-1	1.0
distributed	1	0	1	1.0
ebert	1	0	1	1.0
unhappy	0	1	-1	1.0
dysfunctional	0	1	-1	1.0
8	3	0	3	1.0
weve	3	1	2	0.75
luke	1	0	1	1.0
frankly	1	0	1	1.0
common	2	0	2	1.0
doubleentendres	0	1	-1	1.0
cynical	0	1	-1	1.0
devils	4	1	3	0.8
tender	0	1	-1	1.0
pseudooccult	0	1	-1	1.0
expert	3	3	0	0.5
please	3	4	-1	0.571428571429
fans	2	3	-1	0.6
burned	1	0	1	1.0
environmentalists	1	0	1	1.0
barrack	0	1	-1	1.0
aircraft	0	1	-1	1.0
premise	1	1	0	0.5
marilyn	1	1	0	0.5
solely	1	0	1	1.0
alos	1	0	1	1.0
shekhars	1	0	1	1.0
alot	2	0	2	1.0
afar	0	1	-1	1.0
subpar	1	1	0	0.5
point	15	13	2	0.535714285714
simple	2	1	1	0.666666666667
dancer	0	1	-1	1.0
simply	3	3	0	0.5
esophagus	0	1	-1	1.0
throughout	0	4	-4	1.0
excop	0	1	-1	1.0
mikes	1	1	0	0.5
create	0	2	-2	1.0
underage	0	1	-1	1.0
creativity	1	0	1	1.0
screened	1	0	1	1.0
secret	1	4	-3	0.8
amnesia	0	1	-1	1.0
ireland	3	0	3	1.0
meeting	2	0	2	1.0
wish	1	3	-2	0.75
gaz	1	0	1	1.0
gay	1	1	0	0.5
gas	1	2	-1	0.666666666667
gar	1	0	1	1.0
unbleepingbelievable	0	1	-1	1.0
gal	0	1	-1	1.0
understand	6	3	3	0.666666666667
realms	1	0	1	1.0
gag	1	0	1	1.0
resisted	1	0	1	1.0
pierce	0	1	-1	1.0
talking	6	10	-4	0.625
solid	1	2	-1	0.666666666667
bill	0	2	-2	1.0
bronte	3	0	3	1.0
replaced	1	0	1	1.0
debased	1	0	1	1.0
century	0	1	-1	1.0
violently	1	0	1	1.0
encountered	0	1	-1	1.0
itself	7	3	4	0.7
monroe	1	0	1	1.0
italy	1	0	1	1.0
headless	1	0	1	1.0
muscle	0	1	-1	1.0
ray	1	2	-1	0.666666666667
development	3	0	3	1.0
assignment	0	1	-1	1.0
husbands	0	2	-2	1.0
moment	4	5	-1	0.555555555556
purpose	1	1	0	0.5
koch	0	1	-1	1.0
nonrelated	0	4	-4	1.0
task	1	1	0	0.5
noli	1	0	1	1.0
werewolf	0	1	-1	1.0
spent	0	2	-2	1.0
howe	1	0	1	1.0
entry	1	0	1	1.0
weissmuller	1	0	1	1.0
profoundly	2	0	2	1.0
shape	1	0	1	1.0
alternative	1	0	1	1.0
letting	0	1	-1	1.0
cut	3	0	3	1.0
cup	0	3	-3	1.0
hated	0	1	-1	1.0
source	2	1	1	0.666666666667
deliberately	0	1	-1	1.0
moe	0	1	-1	1.0
excited	1	0	1	1.0
hater	0	1	-1	1.0
bin	0	1	-1	1.0
gaylord	0	1	-1	1.0
big	10	13	-3	0.565217391304
saluted	1	0	1	1.0
matters	1	0	1	1.0
bit	9	5	4	0.642857142857
bubbas	0	1	-1	1.0
tonalities	1	0	1	1.0
follows	1	0	1	1.0
borrows	0	1	-1	1.0
gardening	0	1	-1	1.0
often	5	1	4	0.833333333333
absolutely	1	2	-1	0.666666666667
back	21	11	10	0.65625
extremist	1	0	1	1.0
martial	2	2	0	0.5
examples	0	1	-1	1.0
mirror	1	2	-1	0.666666666667
ourselves	1	0	1	1.0
kirshner	0	1	-1	1.0
pronounced	0	1	-1	1.0
scale	0	1	-1	1.0
culprit	0	1	-1	1.0
pet	3	0	3	1.0
decision	0	1	-1	1.0
per	0	1	-1	1.0
lara	1	0	1	1.0
verbally	0	1	-1	1.0
commentator	1	0	1	1.0
patient	0	1	-1	1.0
remembered	2	2	0	0.5
use	7	5	2	0.583333333333
hostages	0	1	-1	1.0
metaphor	1	0	1	1.0
braille	0	1	-1	1.0
&	5	0	5	1.0
drama	5	1	4	0.833333333333
pediatrician	0	1	-1	1.0
70year	1	0	1	1.0
consequently	0	1	-1	1.0
jimmy	3	1	2	0.75
aliens	0	2	-2	1.0
invading	1	0	1	1.0
lesson	1	1	0	0.5
downhill	1	0	1	1.0
doll	0	2	-2	1.0
pronunciation	0	1	-1	1.0
grave	1	1	0	0.5
forward	0	1	-1	1.0
scariest	0	1	-1	1.0
bored	0	4	-4	1.0
opponent	1	0	1	1.0
boyd	0	1	-1	1.0
byrne	0	1	-1	1.0
murphy	0	2	-2	1.0
boys	3	2	1	0.6
hopes	0	1	-1	1.0
groovy	0	1	-1	1.0
planet	3	0	3	1.0
aversion	0	1	-1	1.0
sort	4	1	3	0.8
devastating	1	0	1	1.0
constant	2	0	2	1.0
expedition	2	0	2	1.0
metal	1	0	1	1.0
single	2	0	2	1.0
epiphanal	1	0	1	1.0
cafe	2	0	2	1.0
humanities	1	0	1	1.0
adoring	1	0	1	1.0
explaining	0	1	-1	1.0
lena	1	0	1	1.0
accidental	0	1	-1	1.0
liners	1	0	1	1.0
prepared	3	0	3	1.0
fisher	0	1	-1	1.0
schmeeze	4	0	4	1.0
neednt	1	0	1	1.0
desert	5	2	3	0.714285714286
boyfriends	1	0	1	1.0
allpresent	1	0	1	1.0
admiring	1	0	1	1.0
2002	1	0	1	1.0
cooked	1	0	1	1.0
implied	1	0	1	1.0
2006	1	0	1	1.0
2007	1	0	1	1.0
2004	1	1	0	0.5
decidedly	0	1	-1	1.0
portraying	1	0	1	1.0
hint	1	0	1	1.0
ofbr	1	0	1	1.0
peanut	1	0	1	1.0
helps	1	1	0	0.5
fatal	0	2	-2	1.0
random	1	1	0	0.5
assay	1	0	1	1.0
surgeon	0	2	-2	1.0
entire	2	3	-1	0.6
respectful	1	0	1	1.0
shock	0	2	-2	1.0
anachronistic	1	0	1	1.0
villians	2	0	2	1.0
havent	5	1	4	0.833333333333
clive	0	1	-1	1.0
uncomfortable	1	2	-1	0.666666666667
crimelife	1	0	1	1.0
chicago	1	0	1	1.0
giving	2	2	0	0.5
anthem	0	1	-1	1.0
access	0	2	-2	1.0
exercise	1	1	0	0.5
3d	0	5	-5	1.0
body	2	8	-6	0.8
florrette	1	0	1	1.0
exchange	0	1	-1	1.0
others	8	5	3	0.615384615385
safer	1	0	1	1.0
extreme	1	1	0	0.5
talent	0	2	-2	1.0
stalks	1	0	1	1.0
30	1	2	-1	0.666666666667
kvell	1	0	1	1.0
later	9	7	2	0.5625
named	0	1	-1	1.0
breakumentarions	1	0	1	1.0
spoton	1	0	1	1.0
private	1	1	0	0.5
names	2	2	0	0.5
manns	1	0	1	1.0
gateway	2	0	2	1.0
seamless	1	0	1	1.0
fdny	2	0	2	1.0
themselves	5	4	1	0.555555555556
harrowing	0	1	-1	1.0
prized	1	0	1	1.0
reissuer	1	0	1	1.0
trait	1	0	1	1.0
trail	0	1	-1	1.0
train	5	0	5	1.0
nypd	3	0	3	1.0
hints	0	2	-2	1.0
farwell	0	1	-1	1.0
account	1	0	1	1.0
f	0	1	-1	1.0
tunnel	0	1	-1	1.0
unreal	1	0	1	1.0
didnt	10	8	2	0.555555555556
uberrare	1	0	1	1.0
effectively	3	1	2	0.75
native	3	0	3	1.0
noises	1	1	0	0.5
holds	1	0	1	1.0
varies	1	0	1	1.0
winners	1	0	1	1.0
attachment	1	0	1	1.0
stock	0	1	-1	1.0
purrrrrrrrrrrrrrrrbr	0	1	-1	1.0
buildings	1	0	1	1.0
waters	3	0	3	1.0
masterpieces	0	1	-1	1.0
leukemia	2	0	2	1.0
collection	3	1	2	0.75
bothered	1	0	1	1.0
ambiguous	1	0	1	1.0
chasing	1	0	1	1.0
guru	0	1	-1	1.0
lines	5	0	5	1.0
chief	1	0	1	1.0
laurie	0	1	-1	1.0
fallback	1	0	1	1.0
mustache	0	1	-1	1.0
zues	0	1	-1	1.0
donlan	3	0	3	1.0
despite	8	1	7	0.888888888889
hadley	0	2	-2	1.0
frying	1	0	1	1.0
austrian	1	0	1	1.0
bunch	2	2	0	0.5
bridget	0	1	-1	1.0
la	1	2	-1	0.666666666667
taboos	1	0	1	1.0
winning	2	0	2	1.0
heroism	1	0	1	1.0
willing	1	0	1	1.0
criminal	3	0	3	1.0
machinations	1	0	1	1.0
dad	3	0	3	1.0
lunatic	0	1	-1	1.0
dan	1	0	1	1.0
spell	1	0	1	1.0
mention	1	1	0	0.5
reinvents	1	0	1	1.0
kindness	0	1	-1	1.0
day	15	4	11	0.789473684211
thrill	0	2	-2	1.0
hisself	1	0	1	1.0
overacts	0	1	-1	1.0
blazing	1	0	1	1.0
morris	3	0	3	1.0
lingerie	0	1	-1	1.0
toke	0	1	-1	1.0
slacker	1	0	1	1.0
warner	1	0	1	1.0
incestand	0	1	-1	1.0
joness	0	1	-1	1.0
sexual	2	4	-2	0.666666666667
matt	2	0	2	1.0
announces	1	0	1	1.0
rev	1	0	1	1.0
wholly	0	1	-1	1.0
mate	1	0	1	1.0
mata	1	0	1	1.0
fondly	1	0	1	1.0
red	9	3	6	0.75
jessica	1	0	1	1.0
frank	2	0	2	1.0
coen	1	0	1	1.0
approaches	1	1	0	0.5
chiefs	1	0	1	1.0
hinting	0	1	-1	1.0
allied	1	0	1	1.0
mortal	1	0	1	1.0
invisible	0	4	-4	1.0
south	2	3	-1	0.6
strippers	0	1	-1	1.0
finest	3	0	3	1.0
reaches	1	1	0	0.5
lagging	0	1	-1	1.0
reached	2	0	2	1.0
franky	0	1	-1	1.0
reliable	0	1	-1	1.0
owning	1	0	1	1.0
hed	0	1	-1	1.0
ancient	2	0	2	1.0
sadly	1	2	-1	0.666666666667
vulgar	0	1	-1	1.0
vagina	1	0	1	1.0
cellmates	0	1	-1	1.0
dudikoff	1	0	1	1.0
chases	0	2	-2	1.0
cabin	1	0	1	1.0
tableand	1	0	1	1.0
hotshots	0	1	-1	1.0
explanation	2	1	1	0.666666666667
nobody	1	0	1	1.0
lamont	0	1	-1	1.0
environmental	1	0	1	1.0
alevels	1	0	1	1.0
udo	0	1	-1	1.0
resist	0	1	-1	1.0
duchovnys	1	0	1	1.0
morph	0	1	-1	1.0
loves	1	2	-1	0.666666666667
lover	1	0	1	1.0
visited	1	0	1	1.0
yaniss	1	0	1	1.0
athleticism	0	1	-1	1.0
anthropologist	0	2	-2	1.0
imaginative	0	1	-1	1.0
rd1d8	1	0	1	1.0
comfortable	1	0	1	1.0
tide	1	1	0	0.5
pitiable	0	1	-1	1.0
have	109	69	40	0.612359550562
throat	1	0	1	1.0
apparently	2	0	2	1.0
min	0	1	-1	1.0
parks	1	0	1	1.0
concerns	0	1	-1	1.0
provoked	1	0	1	1.0
unless	0	2	-2	1.0
tampopo	1	0	1	1.0
sfx	1	0	1	1.0
enthusiastic	0	2	-2	1.0
nicholson	1	0	1	1.0
disease	2	1	1	0.666666666667
svenon	0	1	-1	1.0
occasion	0	1	-1	1.0
normally	3	1	2	0.75
visualizes	1	0	1	1.0
charles	3	4	-1	0.571428571429
hamlet	1	0	1	1.0
tearful	1	0	1	1.0
gasping	0	1	-1	1.0
quasidetective	0	1	-1	1.0
controls	0	1	-1	1.0
betsy	0	2	-2	1.0
ambiguity	1	0	1	1.0
beat	1	1	0	0.5
beau	1	0	1	1.0
photography	2	0	2	1.0
coworker	1	1	0	0.5
regimen	0	1	-1	1.0
bear	3	0	3	1.0
timing	1	0	1	1.0
ltas	2	0	2	1.0
areas	1	0	1	1.0
sexyaschopped	0	1	-1	1.0
calling	1	0	1	1.0
dispels	1	0	1	1.0
grittier	1	0	1	1.0
fixed	1	0	1	1.0
outdoes	1	0	1	1.0
turkeys	1	0	1	1.0
national	1	0	1	1.0
walking	5	1	4	0.833333333333
attempting	1	0	1	1.0
vignettes	1	0	1	1.0
ralph	0	3	-3	1.0
brunt	1	0	1	1.0
purser	2	0	2	1.0
difficulties	1	0	1	1.0
bruno	1	0	1	1.0
progress	1	0	1	1.0
janet	0	3	-3	1.0
deliver	3	0	3	1.0
scotfree	1	0	1	1.0
empathy	1	0	1	1.0
buster	1	0	1	1.0
joke	1	1	0	0.5
taking	3	4	-1	0.571428571429
equal	0	1	-1	1.0
boulders	1	0	1	1.0
agree	1	0	1	1.0
futher	0	1	-1	1.0
pointmy	0	1	-1	1.0
comment	9	3	6	0.75
relevant	0	1	-1	1.0
ambushed	1	0	1	1.0
commend	0	1	-1	1.0
laugh	4	3	1	0.571428571429
41745	0	1	-1	1.0
permanent	1	0	1	1.0
warwick	0	2	-2	1.0
received	0	1	-1	1.0
finished	1	1	0	0.5
tense	2	0	2	1.0
bulb	1	0	1	1.0
fellow	1	0	1	1.0
homer	1	0	1	1.0
lebanese	0	1	-1	1.0
appearance	1	1	0	0.5
value	0	2	-2	1.0
promoted	0	2	-2	1.0
frustrating	2	0	2	1.0
trailer	0	1	-1	1.0
almost	13	2	11	0.866666666667
uboat	0	2	-2	1.0
jelly	1	0	1	1.0
respected	0	1	-1	1.0
claimed	1	1	0	0.5
partner	0	1	-1	1.0
arabic	0	1	-1	1.0
portray	1	0	1	1.0
mcdermott	0	1	-1	1.0
kidnapping	1	2	-1	0.666666666667
selfish	0	1	-1	1.0
bullying	1	0	1	1.0
tighter	0	1	-1	1.0
center	1	0	1	1.0
englund	0	1	-1	1.0
sufferings	1	0	1	1.0
oops	0	1	-1	1.0
sets	1	3	-2	0.75
position	1	1	0	0.5
creators	0	1	-1	1.0
usual	1	2	-1	0.666666666667
profiteering	1	0	1	1.0
executive	1	0	1	1.0
nicknamed	0	1	-1	1.0
underlying	0	1	-1	1.0
voltage	0	1	-1	1.0
tough	0	1	-1	1.0
griffith	3	4	-1	0.571428571429
winchester	2	0	2	1.0
terrorized	1	0	1	1.0
passively	0	1	-1	1.0
lake	0	1	-1	1.0
recommending	0	1	-1	1.0
add	2	2	0	0.5
niro	1	1	0	0.5
match	1	0	1	1.0
articles	0	1	-1	1.0
wink	0	1	-1	1.0
doyle	1	0	1	1.0
like	69	47	22	0.594827586207
success	3	0	3	1.0
journalist	0	1	-1	1.0
works	4	2	2	0.666666666667
italian	1	0	1	1.0
infiltrates	1	0	1	1.0
whines	1	0	1	1.0
ideals	0	1	-1	1.0
wider	1	0	1	1.0
babbage	3	0	3	1.0
recommendation	1	0	1	1.0
novelist	1	0	1	1.0
happens	2	4	-2	0.666666666667
obsessed	3	0	3	1.0
billy	2	0	2	1.0
hurricane	1	0	1	1.0
thinly	1	0	1	1.0
slight	0	1	-1	1.0
acosta	1	0	1	1.0
lugosi	0	1	-1	1.0
although	10	3	7	0.769230769231
worthy	1	0	1	1.0
noisy	0	1	-1	1.0
retribution	0	1	-1	1.0
about	71	42	29	0.628318584071
actual	3	2	1	0.6
withdrew	1	0	1	1.0
romancing	1	0	1	1.0
evoke	0	1	-1	1.0
addendum	1	0	1	1.0
miscast	1	1	0	0.5
childrens	1	0	1	1.0
guard	1	1	0	0.5
doesnt	12	10	2	0.545454545455
female	3	3	0	0.5
1987	1	0	1	1.0
knuckles	1	0	1	1.0
rushed	0	1	-1	1.0
banzai	0	1	-1	1.0
joaquin	1	0	1	1.0
applegate	0	1	-1	1.0
biggest	0	1	-1	1.0
buy	3	2	1	0.6
heterai	1	0	1	1.0
bus	1	0	1	1.0
brand	0	1	-1	1.0
sequel	4	7	-3	0.636363636364
but	85	71	14	0.544871794872
reminds	2	0	2	1.0
softwareapproved	1	0	1	1.0
bum	0	2	-2	1.0
editing	2	0	2	1.0
dangerous	3	1	2	0.75
minutes	4	15	-11	0.789473684211
deaths	0	1	-1	1.0
entelechy	1	0	1	1.0
topless	1	1	0	0.5
pig	5	0	5	1.0
scumbags	1	0	1	1.0
swordfight	1	0	1	1.0
speelman	1	0	1	1.0
commentators	0	1	-1	1.0
shooting	3	0	3	1.0
ontarget	1	0	1	1.0
campus	1	1	0	0.5
49	0	1	-1	1.0
corporation	3	0	3	1.0
45	1	1	0	0.5
detail	1	1	0	0.5
40	0	1	-1	1.0
surreal	1	0	1	1.0
farnel	0	1	-1	1.0
adam	0	3	-3	1.0
puzzlement	1	0	1	1.0
traumatic	0	1	-1	1.0
gloriously	0	1	-1	1.0
christians	0	1	-1	1.0
starting	0	1	-1	1.0
baker	0	3	-3	1.0
suspenseful	3	0	3	1.0
appetite	0	1	-1	1.0
paris	1	1	0	0.5
contravention	0	1	-1	1.0
whatsoever	2	1	1	0.666666666667
under	11	2	9	0.846153846154
merchant	0	1	-1	1.0
risk	3	2	1	0.6
rise	1	0	1	1.0
avoidbr	0	1	-1	1.0
every	10	6	4	0.625
jack	2	1	1	0.666666666667
vastly	1	0	1	1.0
monkeys	0	3	-3	1.0
school	3	0	3	1.0
canners	1	0	1	1.0
wellportray	1	0	1	1.0
flashy	0	1	-1	1.0
consistent	0	1	-1	1.0
direct	2	0	2	1.0
surrounding	2	1	1	0.666666666667
fabulous	1	0	1	1.0
hide	2	1	1	0.666666666667
christ	2	0	2	1.0
beaten	1	0	1	1.0
revolves	2	0	2	1.0
fatness	2	0	2	1.0
insinuate	0	1	-1	1.0
endorse	0	1	-1	1.0
stooges	0	3	-3	1.0
kicked	2	2	0	0.5
hundreds	0	2	-2	1.0
studio	5	0	5	1.0
represented	1	1	0	0.5
path	2	0	2	1.0
stares	1	0	1	1.0
70s	3	1	2	0.75
voice	3	5	-2	0.625
anycase	0	1	-1	1.0
leaves	6	3	3	0.666666666667
changed	1	3	-2	0.75
mentor	1	0	1	1.0
abolition	1	0	1	1.0
changes	4	2	2	0.666666666667
punishment	0	1	-1	1.0
swearing	0	1	-1	1.0
julie	0	1	-1	1.0
julia	0	1	-1	1.0
madge	1	0	1	1.0
would	36	28	8	0.5625
hospital	1	1	0	0.5
flockers	1	0	1	1.0
excommunicated	1	0	1	1.0
breathe	0	1	-1	1.0
naive	1	0	1	1.0
phony	0	1	-1	1.0
alberta	0	1	-1	1.0
pinching	1	0	1	1.0
companys	0	1	-1	1.0
must	16	10	6	0.615384615385
me	45	22	23	0.671641791045
md	3	0	3	1.0
join	1	2	-1	0.666666666667
mc	0	1	-1	1.0
mo	1	0	1	1.0
entertained	1	0	1	1.0
mr	9	0	9	1.0
entertainer	0	1	-1	1.0
my	49	12	37	0.803278688525
estate	1	0	1	1.0
florida	2	0	2	1.0
keep	6	7	-1	0.538461538462
end	18	9	9	0.666666666667
lassies	0	1	-1	1.0
writers	0	1	-1	1.0
accusations	1	0	1	1.0
gata	0	1	-1	1.0
dialect	1	1	0	0.5
mouths	1	1	0	0.5
mess	0	4	-4	1.0
fallwinter	1	0	1	1.0
protagonists	2	0	2	1.0
lump	1	0	1	1.0
mesh	1	0	1	1.0
peque	1	0	1	1.0
danny	1	0	1	1.0
daredevil	1	0	1	1.0
funniest	2	1	1	0.666666666667
jungle	2	0	2	1.0
enter	2	1	1	0.666666666667
interpretation	1	0	1	1.0
over	15	12	3	0.555555555556
london	0	3	-3	1.0
talkative	0	1	-1	1.0
edith	1	0	1	1.0
expectations	2	0	2	1.0
destroyed	1	0	1	1.0
fade	1	0	1	1.0
rental	2	1	1	0.666666666667
shadows	0	3	-3	1.0
gloom	0	1	-1	1.0
alex	0	2	-2	1.0
dictatorship	0	1	-1	1.0
detroit	0	2	-2	1.0
victory	0	1	-1	1.0
each	8	3	5	0.727272727273
blinded	1	0	1	1.0
saturday	2	1	1	0.666666666667
goo	0	1	-1	1.0
prewar	0	1	-1	1.0
driving	1	2	-1	0.666666666667
god	4	0	4	1.0
got	16	4	12	0.8
arizona	1	0	1	1.0
free	1	1	0	0.5
whereupon	1	0	1	1.0
wanted	5	8	-3	0.615384615385
days	6	4	2	0.6
heck	1	1	0	0.5
hopeless	1	0	1	1.0
onto	0	3	-3	1.0
already	6	2	4	0.75
characters	17	15	2	0.53125
christofascists	1	0	1	1.0
primary	0	2	-2	1.0
rank	0	1	-1	1.0
hearing	3	0	3	1.0
lovable	0	1	-1	1.0
fantasy	3	1	2	0.75
top	6	3	3	0.666666666667
antiques	0	1	-1	1.0
fiction	3	2	1	0.6
too	12	14	-2	0.538461538462
tom	3	2	1	0.6
rockin	0	2	-2	1.0
hundred	0	1	-1	1.0
nudityfree	0	1	-1	1.0
carrey	1	0	1	1.0
tod	1	0	1	1.0
consented	1	0	1	1.0
urban	1	0	1	1.0
murder	4	3	1	0.571428571429
tool	0	1	-1	1.0
brushes	2	1	1	0.666666666667
took	5	2	3	0.714285714286
western	3	4	-1	0.571428571429
mercifully	0	1	-1	1.0
kidnaps	1	0	1	1.0
roles	1	3	-2	0.75
gabor	0	1	-1	1.0
immigrants	3	0	3	1.0
screenplay	0	2	-2	1.0
donkey	1	0	1	1.0
humble	1	0	1	1.0
ran	1	0	1	1.0
raw	2	0	2	1.0
ethnical	0	1	-1	1.0
leafs	0	1	-1	1.0
screws	1	0	1	1.0
relatively	1	0	1	1.0
1968	0	1	-1	1.0
1967	1	0	1	1.0
doomed	1	0	1	1.0
though	14	9	5	0.608695652174
visionary	1	0	1	1.0
plenty	1	3	-2	0.75
commanding	2	0	2	1.0
rogers	0	1	-1	1.0
xfiles	1	2	-1	0.666666666667
flow	2	0	2	1.0
yang	1	0	1	1.0
b&w	1	0	1	1.0
nearcatastrophe	0	1	-1	1.0
queen	5	2	3	0.714285714286
c3po	1	0	1	1.0
colors	1	1	0	0.5
reissue	0	1	-1	1.0
radio	1	0	1	1.0
earth	4	2	2	0.666666666667
spite	1	0	1	1.0
disgust	0	2	-2	1.0
continuity	1	1	0	0.5
waltz	1	0	1	1.0
asians	0	1	-1	1.0
geer	1	0	1	1.0
watch	20	18	2	0.526315789474
fluid	0	2	-2	1.0
tuberculosis	1	0	1	1.0
wedding	0	2	-2	1.0
marriageminded	0	2	-2	1.0
countries	2	2	0	0.5
chesapeake	2	0	2	1.0
twice	3	1	2	0.75
shots	2	0	2	1.0
pacifist	0	2	-2	1.0
swept	1	0	1	1.0
habit	0	1	-1	1.0
1960s	1	0	1	1.0
nun	0	1	-1	1.0
demented	0	1	-1	1.0
disturbing	6	2	4	0.75
gladiator	0	2	-2	1.0
feline	0	1	-1	1.0
continually	0	1	-1	1.0
smutty	1	0	1	1.0
discovers	3	1	2	0.75
hopefully	2	1	1	0.666666666667
mum	1	0	1	1.0
360	0	1	-1	1.0
discovery	2	0	2	1.0
teensploitation	1	0	1	1.0
however	14	4	10	0.777777777778
southeast	1	0	1	1.0
dedication	1	0	1	1.0
news	4	0	4	1.0
predates	1	0	1	1.0
protect	0	1	-1	1.0
blimp	2	0	2	1.0
facet	1	0	1	1.0
players	1	0	1	1.0
games	1	0	1	1.0
expense	0	1	-1	1.0
comical	1	0	1	1.0
been	29	19	10	0.604166666667
quickly	0	3	-3	1.0
submarine	1	0	1	1.0
beer	0	1	-1	1.0
expected	2	0	2	1.0
drugs	1	3	-2	0.75
900	1	0	1	1.0
krause	0	1	-1	1.0
catch	3	0	3	1.0
maximally	0	1	-1	1.0
dewaere	1	0	1	1.0
apprehension	1	0	1	1.0
cracker	0	1	-1	1.0
n	0	1	-1	1.0
caretakers	1	0	1	1.0
natives	1	0	1	1.0
pyramid	1	0	1	1.0
experts	1	1	0	0.5
experience	9	1	8	0.9
exterior	1	0	1	1.0
svenson	1	1	0	0.5
suggest	0	4	-4	1.0
chazz	0	1	-1	1.0
beside	1	0	1	1.0
complex	3	0	3	1.0
several	7	2	5	0.777777777778
leftist	0	1	-1	1.0
screw	0	1	-1	1.0
schumacher	1	0	1	1.0
actionadventure	0	1	-1	1.0
visayan	1	0	1	1.0
cycle	1	0	1	1.0
mentioning	1	0	1	1.0
dylan	0	1	-1	1.0
shortly	0	1	-1	1.0
charlie	1	0	1	1.0
ocean	1	1	0	0.5
werewolves	1	0	1	1.0
mother	5	10	-5	0.666666666667
alarms	0	1	-1	1.0
hearts	1	0	1	1.0
jean	1	0	1	1.0
shadowed	1	0	1	1.0
gradef	0	1	-1	1.0
wellresearched	0	1	-1	1.0
teenager	1	1	0	0.5
humanity	0	1	-1	1.0
gave	6	2	4	0.75
